"site","year","species","d10","d20","d30","d40","d50"
"GARDVALMD1",2009,"carw",0,0,2,0,0
"GARDVALMD1",2009,"eawp",0,0,0,0,1
"GARDVALMD1",2009,"howr",0,2,0,0,0
"GARDVALMD1",2010,"amro",2,0,1,0,0
"GARDVALMD1",2010,"cach",0,2,0,0,0
"GARDVALMD1",2010,"chsp",1,0,0,0,0
"GARDVALMD1",2010,"cogr",0,1,0,0,0
"GARDVALMD1",2010,"grca",0,0,0,1,0
"GARDVALMD1",2010,"howr",0,0,1,0,0
"GARDVALMD1",2010,"modo",0,1,0,0,0
"GARDVALMD1",2010,"wbnu",0,0,0,1,0
"GARDVALMD1",2012,"amcr",0,0,0,0,1
"GARDVALMD1",2012,"amro",1,1,1,0,0
"GARDVALMD1",2012,"blja",0,2,0,0,0
"GARDVALMD1",2012,"cach",0,0,3,0,0
"GARDVALMD1",2012,"eawp",0,0,0,0,1
"GARDVALMD1",2012,"modo",0,0,0,0,1
"GARDVALMD1",2012,"noca",0,0,0,0,1
"GARDVALMD1",2012,"tuti",0,0,0,1,0
"GARDVALMD1",2012,"wbnu",0,1,0,0,0
"GECACARVA1",2009,"cogr",1,0,0,0,0
"GECACARVA1",2009,"grca",0,0,1,0,0
"GECACARVA1",2009,"hawo",1,0,0,0,0
"GECACARVA1",2009,"howr",0,1,1,0,0
"GECACARVA1",2009,"modo",0,0,0,0,1
"GECACARVA1",2009,"noca",0,1,1,1,0
"GECACARVA1",2009,"sosp",0,1,0,1,0
"GECACARVA1",2009,"wbnu",1,0,0,0,0
"GECACARVA1",2010,"amro",1,0,1,0,0
"GECACARVA1",2010,"blja",1,0,0,0,0
"GECACARVA1",2010,"carw",0,0,0,1,0
"GECACARVA1",2010,"cogr",0,1,0,1,0
"GECACARVA1",2010,"grca",2,0,0,0,0
"GECACARVA1",2010,"hofi",1,0,0,0,0
"GECACARVA1",2010,"modo",0,0,0,1,0
"GECACARVA1",2010,"noca",1,1,1,0,1
"GECACARVA1",2010,"sosp",1,0,0,0,1
"GECACARVA1",2012,"amro",1,0,0,1,0
"GECACARVA1",2012,"blja",1,0,0,0,0
"GECACARVA1",2012,"cach",0,0,1,0,0
"GECACARVA1",2012,"carw",1,1,0,0,0
"GECACARVA1",2012,"cogr",4,0,0,0,0
"GECACARVA1",2012,"grca",1,0,2,0,0
"GECACARVA1",2012,"modo",2,2,0,0,0
"GECACARVA1",2012,"noca",1,0,0,0,0
"GECACARVA1",2012,"sosp",1,0,1,1,1
"GELLHERMD1",2009,"amro",1,0,3,2,0
"GELLHERMD1",2009,"carw",0,0,0,0,1
"GELLHERMD1",2009,"cogr",0,0,1,2,0
"GELLHERMD1",2009,"eawp",0,0,0,0,1
"GELLHERMD1",2009,"grca",0,0,4,2,0
"GELLHERMD1",2009,"modo",0,0,1,1,0
"GELLHERMD1",2009,"sosp",1,0,0,0,0
"GELLHERMD1",2010,"amro",0,1,0,0,0
"GELLHERMD1",2010,"grca",0,1,0,0,0
"GELLHERMD1",2010,"noca",0,0,0,1,0
"GERYERIMD1",2009,"amro",0,0,1,0,0
"GERYERIMD1",2009,"blja",0,0,0,0,1
"GERYERIMD1",2009,"carw",0,0,0,0,1
"GERYERIMD1",2009,"chsw",0,0,0,1,0
"GERYERIMD1",2009,"cogr",0,0,1,4,0
"GERYERIMD1",2009,"grca",0,0,1,0,2
"GERYERIMD1",2009,"hofi",0,0,2,0,3
"GERYERIMD1",2009,"modo",0,0,1,0,2
"GERYERIMD1",2009,"noca",0,0,1,0,2
"GERYERIMD1",2009,"sosp",0,0,1,4,2
"GERYERIMD1",2010,"amro",0,1,0,1,0
"GERYERIMD1",2010,"cogr",0,1,0,0,0
"GERYERIMD1",2010,"grca",0,1,0,0,0
"GERYERIMD1",2010,"hofi",0,0,0,0,1
"GERYERIMD1",2010,"modo",0,1,0,0,1
"GERYERIMD1",2010,"noca",1,1,1,0,0
"GERYERIMD1",2010,"sosp",0,1,1,1,0
"GERYERIMD1",2012,"amro",0,1,0,0,0
"GERYERIMD1",2012,"carw",0,1,0,0,1
"GERYERIMD1",2012,"cogr",0,1,0,0,0
"GERYERIMD1",2012,"sosp",0,0,0,1,1
"GIESALYVA1",2009,"amro",0,1,0,0,0
"GIESALYVA1",2009,"cach",0,1,0,0,0
"GIESALYVA1",2009,"cedw",0,0,0,15,0
"GIESALYVA1",2009,"cogr",0,0,3,0,0
"GIESALYVA1",2009,"grca",0,0,0,1,0
"GIESALYVA1",2009,"noca",1,0,2,0,1
"GIESALYVA1",2009,"sosp",0,0,0,1,1
"GIRAANGMD1",2009,"amro",0,0,0,1,0
"GIRAANGMD1",2009,"cach",0,0,1,0,0
"GIRAANGMD1",2009,"grca",0,0,1,1,2
"GIRAANGMD1",2009,"hofi",0,0,0,1,0
"GIRAANGMD1",2009,"howr",0,0,0,0,1
"GIRAANGMD1",2009,"noca",0,0,0,1,5
"GIRAANGMD1",2009,"sosp",0,0,0,2,0
"GIRAANGMD1",2009,"tuti",0,0,0,1,1
"GIRAANGMD1",2010,"acfl",0,1,0,0,1
"GIRAANGMD1",2010,"amro",0,0,1,0,0
"GIRAANGMD1",2010,"grca",0,0,1,0,0
"GIRAANGMD1",2010,"noca",0,0,0,1,2
"GIRAANGMD1",2012,"amcr",0,0,0,0,1
"GIRAANGMD1",2012,"amro",0,0,1,0,0
"GIRAANGMD1",2012,"cach",3,1,0,0,0
"GIRAANGMD1",2012,"gcfl",0,0,1,0,0
"GIRAANGMD1",2012,"grca",2,1,0,0,0
"GIRAANGMD1",2012,"noca",1,0,0,0,0
"GIRAANGMD1",2012,"rbwo",1,0,0,0,0
"GIRAANGMD1",2012,"revi",0,0,0,1,0
"GIRAANGMD1",2012,"tuti",0,1,0,0,0
"GOCHJOAMD1",2009,"amro",0,1,0,0,0
"GOCHJOAMD1",2009,"blja",0,1,1,0,0
"GOCHJOAMD1",2009,"cach",1,2,0,0,0
"GOCHJOAMD1",2009,"carw",0,1,0,0,0
"GOCHJOAMD1",2009,"grca",1,1,0,0,0
"GOCHJOAMD1",2009,"hofi",1,0,0,0,0
"GOCHJOAMD1",2009,"howr",2,0,0,0,0
"GOCHJOAMD1",2009,"modo",0,1,0,0,0
"GOCHJOAMD1",2009,"noca",4,1,0,0,0
"GOCHJOAMD1",2009,"wbnu",0,1,0,0,0
"GOCHJOAMD1",2010,"amro",0,0,0,0,1
"GOCHJOAMD1",2010,"bhco",0,0,0,0,1
"GOCHJOAMD1",2010,"chsp",0,2,0,0,0
"GOCHJOAMD1",2010,"eabl",1,0,0,0,0
"GOCHJOAMD1",2010,"eaph",0,0,0,0,1
"GOCHJOAMD1",2010,"grca",0,0,0,1,0
"GOCHJOAMD1",2010,"howr",1,0,1,0,0
"GOCHJOAMD1",2010,"modo",0,0,0,0,1
"GOCHJOAMD1",2010,"noca",0,0,0,1,2
"GOCHJOAMD1",2010,"tuti",0,1,0,0,0
"GOCHJOAMD1",2012,"amro",0,0,0,0,1
"GOCHJOAMD1",2012,"cach",1,0,1,2,0
"GOCHJOAMD1",2012,"eabl",0,0,2,0,0
"GOCHJOAMD1",2012,"grca",1,0,0,1,0
"GOCHJOAMD1",2012,"hofi",0,0,0,1,0
"GOCHJOAMD1",2012,"howr",0,0,1,0,1
"GOCHJOAMD1",2012,"modo",0,0,0,1,1
"GOCHJOAMD1",2012,"noca",1,1,1,1,0
"GOCHJOAMD1",2012,"nomo",0,0,0,0,1
"GOMEKARMD1",2010,"tuti",0,0,0,0,1
"GOMEKARMD1",2010,"wbnu",0,0,0,0,1
"GOMEKARMD1",2012,"amro",0,0,0,3,2
"GOMEKARMD1",2012,"blja",0,0,0,0,1
"GOMEKARMD1",2012,"carw",0,0,2,0,0
"GOMEKARMD1",2012,"grca",0,1,1,1,0
"GOMEKARMD1",2012,"noca",0,2,0,0,0
"GOMEKARMD1",2012,"rbwo",1,1,0,0,0
"GOMEKARMD1",2012,"wbnu",0,2,0,0,0
"GOROCARDC1",2009,"amro",0,0,2,2,2
"GOROCARDC1",2009,"carw",0,2,2,0,0
"GOROCARDC1",2009,"dowo",0,2,0,0,0
"GOROCARDC1",2009,"eawp",0,0,0,0,2
"GOROCARDC1",2009,"grca",0,0,4,0,0
"GOROCARDC1",2009,"howr",2,4,0,2,0
"GOROCARDC1",2009,"noca",0,4,2,2,2
"GOROCARDC1",2009,"wbnu",0,0,0,2,2
"GOROCARDC1",2009,"woth",0,0,0,0,4
"GOROCARDC1",2010,"amcr",0,0,0,1,0
"GOROCARDC1",2010,"amro",1,0,0,0,0
"GOROCARDC1",2010,"bhco",0,2,0,0,0
"GOROCARDC1",2010,"howr",1,0,0,1,0
"GOROCARDC1",2010,"rbwo",0,0,0,0,1
"GOROCARDC1",2010,"sosp",0,0,0,0,1
"GOROCARDC1",2012,"amro",0,1,0,2,1
"GOROCARDC1",2012,"carw",0,0,0,1,1
"GOROCARDC1",2012,"dowo",0,0,1,0,0
"GOROCARDC1",2012,"grca",0,0,2,0,3
"GOROCARDC1",2012,"noca",0,1,0,3,1
"GOROCARDC1",2012,"sosp",0,0,0,2,1
"GOROCARDC1",2012,"tuti",0,0,0,3,0
"GRIFBETDC1",2009,"amro",1,1,1,1,0
"GRIFBETDC1",2009,"cach",0,0,1,1,1
"GRIFBETDC1",2009,"carw",0,0,0,1,0
"GRIFBETDC1",2009,"howr",0,1,1,1,0
"GRIFBETDC1",2009,"modo",0,3,0,0,0
"GRIFBETDC1",2009,"noca",0,0,1,0,0
"GRIFBETDC1",2009,"rbwo",0,0,0,0,1
"GRIFBETDC1",2009,"sosp",0,0,0,0,1
"GRIFBETDC1",2009,"tuti",0,0,1,0,0
"GRIFBETDC1",2010,"amro",0,1,0,0,0
"GRIFBETDC1",2010,"grca",1,0,0,1,0
"GRIFBETDC1",2010,"hofi",0,1,0,0,0
"GRIFBETDC1",2010,"noca",0,1,0,0,2
"GRIFBETDC1",2010,"rthu",1,1,0,0,0
"GRIFBETDC1",2010,"sosp",0,0,0,1,0
"HALLDEBVA1",2009,"amgo",0,0,1,0,0
"HALLDEBVA1",2009,"amro",0,0,1,0,0
"HALLDEBVA1",2009,"cach",3,0,0,0,0
"HALLDEBVA1",2009,"carw",0,1,0,0,0
"HALLDEBVA1",2009,"dowo",0,1,0,0,0
"HALLDEBVA1",2009,"grca",0,1,0,0,0
"HALLDEBVA1",2009,"modo",0,1,0,0,0
"HALLDEBVA1",2009,"noca",3,2,0,2,0
"HALLDEBVA1",2009,"tuti",1,0,0,0,0
"HAMIMARMD1",2009,"amcr",0,1,1,4,0
"HAMIMARMD1",2009,"blja",0,1,0,0,0
"HAMIMARMD1",2009,"cach",0,2,1,0,0
"HAMIMARMD1",2009,"carw",0,0,0,1,0
"HAMIMARMD1",2009,"cogr",0,1,0,0,0
"HAMIMARMD1",2009,"gcfl",0,1,2,1,0
"HAMIMARMD1",2009,"noca",0,0,5,1,0
"HAMIMARMD1",2009,"piwo",0,0,0,0,1
"HAMIMARMD1",2009,"rbwo",0,2,0,0,0
"HAMIMARMD1",2009,"revi",0,0,0,1,0
"HAMIMARMD1",2009,"tuti",0,0,1,0,0
"HAMIMARMD1",2010,"amcr",0,0,3,0,0
"HAMIMARMD1",2010,"blja",0,0,1,0,0
"HAMIMARMD1",2010,"carw",0,0,0,1,0
"HAMIMARMD1",2010,"eaki",0,0,0,0,3
"HAMIMARMD1",2010,"noca",0,1,0,3,0
"HAMIMARMD1",2010,"tuti",0,0,0,1,0
"HAMIMARMD1",2012,"amcr",0,0,0,0,1
"HAMIMARMD1",2012,"amro",1,1,1,0,0
"HAMIMARMD1",2012,"bhco",0,1,0,0,0
"HAMIMARMD1",2012,"cach",0,0,1,2,0
"HAMIMARMD1",2012,"eabl",0,1,0,0,0
"HAMIMARMD1",2012,"hofi",0,0,0,1,0
"HAMIMARMD1",2012,"noca",0,0,0,2,0
"HAMIMARMD1",2012,"rbwo",0,0,0,0,1
"HAMIMARMD1",2012,"revi",0,0,0,1,0
"HAMIMARMD1",2012,"wbnu",1,0,0,0,0
"HAWNJANVA1",2009,"amro",0,0,0,0,1
"HAWNJANVA1",2009,"bhco",0,0,1,0,0
"HAWNJANVA1",2009,"blja",0,0,0,1,0
"HAWNJANVA1",2009,"cach",0,0,1,0,0
"HAWNJANVA1",2009,"carw",0,0,2,0,2
"HAWNJANVA1",2009,"grca",0,1,1,1,0
"HAWNJANVA1",2009,"hofi",0,4,0,0,0
"HAWNJANVA1",2009,"noca",0,1,1,0,3
"HAWNJANVA1",2009,"sosp",0,0,1,0,1
"HAWNJANVA1",2009,"tuti",0,0,2,0,0
"HAWNJANVA1",2010,"amro",0,1,2,2,0
"HAWNJANVA1",2010,"bhco",0,1,0,0,0
"HAWNJANVA1",2010,"blja",0,0,0,0,2
"HAWNJANVA1",2010,"dowo",0,1,0,0,0
"HAWNJANVA1",2010,"grca",0,1,0,0,0
"HAWNJANVA1",2010,"hofi",0,3,0,0,0
"HAWNJANVA1",2010,"howr",0,0,0,1,0
"HAWNJANVA1",2010,"modo",0,1,0,0,0
"HAWNJANVA1",2010,"noca",0,1,1,0,0
"HAWNJANVA1",2010,"nomo",0,0,0,0,1
"HAWNJANVA1",2010,"rbwo",1,0,0,0,0
"HAWNJANVA1",2010,"tuti",0,1,0,0,0
"HAWNJANVA1",2012,"amcr",0,0,0,0,1
"HAWNJANVA1",2012,"blja",1,0,0,0,0
"HAWNJANVA1",2012,"cach",0,0,0,2,0
"HAWNJANVA1",2012,"carw",2,0,0,0,0
"HAWNJANVA1",2012,"dowo",2,0,0,0,0
"HAWNJANVA1",2012,"eato",0,0,0,0,2
"HAWNJANVA1",2012,"howr",0,1,0,0,0
"HAWNJANVA1",2012,"noca",0,0,1,0,0
"HAWNJANVA1",2012,"nomo",0,0,0,1,0
"HAWNJANVA1",2012,"rbwo",0,1,0,0,0
"HAWNJANVA1",2012,"sosp",0,0,2,0,0
"HAWNJANVA1",2012,"tuti",0,0,0,1,1
"HAWNJANVA1",2012,"ysfl",0,1,0,0,0
"HESSSETVA1",2009,"cach",0,1,0,0,0
"HESSSETVA1",2009,"carw",0,0,1,0,0
"HESSSETVA1",2009,"cogr",0,0,1,0,0
"HESSSETVA1",2009,"grca",0,1,2,0,1
"HESSSETVA1",2009,"modo",0,0,0,3,2
"HESSSETVA1",2009,"noca",1,3,0,5,1
"HESSSETVA1",2009,"sosp",0,0,0,2,1
"HESSSETVA1",2009,"wbnu",0,0,2,0,0
"HITCBJMD1",2009,"bhco",0,2,0,0,0
"HITCBJMD1",2009,"blja",3,0,0,0,0
"HITCBJMD1",2009,"cach",3,0,0,0,0
"HITCBJMD1",2009,"cogr",1,0,0,0,0
"HITCBJMD1",2009,"grca",0,2,0,0,0
"HITCBJMD1",2009,"noca",6,2,0,0,0
"HITCBJMD1",2009,"nomo",1,1,0,0,0
"HITCBJMD1",2009,"tuti",1,0,0,0,0
"HITCBJMD1",2010,"amro",0,0,1,0,0
"HITCBJMD1",2010,"blja",0,1,0,1,0
"HITCBJMD1",2010,"cach",0,1,0,0,0
"HITCBJMD1",2010,"howr",0,1,0,0,0
"HITCBJMD1",2010,"noca",0,2,0,0,0
"HITCBJMD1",2010,"rbwo",0,1,0,0,0
"HITCBJMD1",2010,"rthu",1,0,0,0,0
"HITCBJMD1",2010,"rwbl",0,0,1,0,0
"HOROBONVA1",2009,"amgo",0,0,0,0,1
"HOROBONVA1",2009,"blja",0,0,0,3,3
"HOROBONVA1",2009,"cach",0,0,0,7,3
"HOROBONVA1",2009,"dowo",0,0,0,0,1
"HOROBONVA1",2009,"grca",0,0,0,0,1
"HOROBONVA1",2009,"howr",0,0,0,2,0
"HOROBONVA1",2009,"noca",0,0,0,1,1
"HOROBONVA1",2009,"nomo",0,0,0,0,1
"HOROBONVA1",2009,"sosp",0,0,0,1,0
"HOROBONVA1",2009,"tuti",0,0,0,0,1
"HOROBONVA1",2010,"amgo",0,1,0,0,0
"HOROBONVA1",2010,"amro",1,0,1,0,1
"HOROBONVA1",2010,"cach",0,0,1,0,2
"HOROBONVA1",2010,"modo",0,1,0,0,0
"HOROBONVA1",2010,"noca",0,0,0,0,1
"HOROBONVA1",2010,"tuti",0,1,0,0,0
"HULLJEFVA1",2010,"cach",0,0,1,0,0
"HULLJEFVA1",2010,"carw",0,0,0,0,1
"HULLJEFVA1",2010,"grca",0,0,1,1,0
"HULLJEFVA1",2010,"howr",0,0,0,1,0
"HULLJEFVA1",2010,"noca",1,0,0,1,0
"HULLJEFVA1",2010,"sosp",0,0,0,0,1
"HULLJEFVA1",2012,"amro",1,0,1,1,0
"HULLJEFVA1",2012,"blja",0,1,0,0,0
"HULLJEFVA1",2012,"carw",0,0,1,0,0
"HULLJEFVA1",2012,"hofi",3,0,0,0,0
"HULLJEFVA1",2012,"howr",0,0,1,0,0
"HULLJEFVA1",2012,"noca",0,3,0,0,1
"HULLJEFVA1",2012,"rbwo",0,0,0,1,0
"HULLJEFVA1",2012,"sosp",0,0,0,1,0
"HULLJEFVA1",2012,"tuti",0,0,0,0,1
"HUNTDAVMD2",2009,"amro",5,0,0,0,0
"HUNTDAVMD2",2009,"grca",1,1,0,0,0
"HUNTDAVMD2",2009,"noca",0,2,0,0,0
"HUNTDAVMD2",2009,"revi",0,1,0,0,0
"HUNTDAVMD2",2010,"cogr",0,1,0,0,1
"HUNTDAVMD2",2010,"grca",0,1,0,1,0
"HUNTDAVMD2",2010,"howr",0,0,1,0,0
"HUNTDAVMD2",2010,"noca",0,0,0,1,1
"HUNTDAVMD2",2010,"sosp",0,0,0,0,1
"HUNTDAVMD2",2012,"amgo",0,0,1,0,0
"HUNTDAVMD2",2012,"amro",0,2,2,0,0
"HUNTDAVMD2",2012,"bhco",0,0,2,0,0
"HUNTDAVMD2",2012,"carw",0,0,0,1,0
"HUNTDAVMD2",2012,"grca",0,1,0,2,1
"HUTCBARVA1",2009,"amgo",0,0,2,1,0
"HUTCBARVA1",2009,"amro",0,2,1,1,0
"HUTCBARVA1",2009,"cach",0,0,0,0,1
"HUTCBARVA1",2009,"carw",0,0,0,1,0
"HUTCBARVA1",2009,"cogr",0,1,1,0,0
"HUTCBARVA1",2009,"ficr",0,0,0,0,1
"HUTCBARVA1",2009,"grca",0,1,0,0,0
"HUTCBARVA1",2009,"howr",0,0,0,0,1
"HUTCBARVA1",2009,"modo",0,1,0,0,0
"HUTCBARVA1",2009,"noca",0,0,1,3,1
"HUTCBARVA1",2010,"amgo",0,0,1,0,0
"HUTCBARVA1",2010,"cach",0,0,0,1,0
"HUTCBARVA1",2010,"carw",0,0,0,1,1
"HUTCBARVA1",2010,"grca",1,0,0,0,0
"HUTCBARVA1",2010,"howr",0,0,0,0,1
"HUTCBARVA1",2010,"modo",0,0,0,1,0
"HUTCBARVA1",2010,"noca",0,2,0,0,0
"HUTCBARVA1",2010,"sosp",0,0,0,0,1
"HUTCBARVA1",2010,"tuti",0,2,0,0,0
"HUTCBARVA1",2012,"amgo",0,0,6,0,0
"HUTCBARVA1",2012,"amro",0,1,0,2,0
"HUTCBARVA1",2012,"blja",0,0,0,1,0
"HUTCBARVA1",2012,"cach",0,0,2,1,0
"HUTCBARVA1",2012,"carw",0,2,0,0,0
"HUTCBARVA1",2012,"hawo",0,1,0,0,0
"HUTCBARVA1",2012,"noca",0,1,0,0,1
"HUTCBARVA1",2012,"sosp",0,0,0,0,1
"HUTCBARVA1",2012,"tuti",0,0,1,0,0
"JACKALADC1",2009,"amro",1,1,1,0,0
"JACKALADC1",2009,"blja",3,0,0,0,0
"JACKALADC1",2009,"chsw",1,0,0,0,0
"JACKALADC1",2009,"grca",1,1,0,0,0
"JACKALADC1",2009,"howr",1,3,1,0,0
"JACKALADC1",2009,"noca",1,0,0,0,0
"JACKALADC1",2009,"nomo",0,0,0,1,0
"JACKALADC1",2010,"amro",2,0,0,1,1
"JACKALADC1",2010,"blja",0,0,0,0,1
"JACKALADC1",2010,"grca",1,0,0,0,0
"JACKALADC1",2010,"howr",1,1,0,0,0
"JACKALADC1",2010,"noca",1,0,0,0,0
"JACKALADC1",2010,"sosp",0,0,1,1,0
"JACKALADC1",2010,"ysfl",1,0,0,0,0
"JACKALADC1",2012,"amro",1,4,0,0,1
"JACKALADC1",2012,"carw",0,1,0,0,0
"JACKALADC1",2012,"cogr",0,0,0,1,0
"JACKALADC1",2012,"grca",0,1,0,0,0
"JACKALADC1",2012,"howr",0,0,0,0,1
"JACKALADC1",2012,"modo",1,2,0,0,0
"JACKALADC1",2012,"noca",0,1,0,1,0
"JACKALADC1",2012,"sosp",0,0,0,0,1
"JACOAMYMD1",2009,"cogr",2,1,0,0,0
"JACOAMYMD1",2009,"howr",2,0,0,0,0
"JACOAMYMD1",2009,"nomo",2,0,0,0,0
"JACOAMYMD1",2010,"amro",0,0,1,0,0
"JACOAMYMD1",2010,"blja",0,1,0,1,0
"JACOAMYMD1",2010,"carw",2,0,0,0,0
"JACOAMYMD1",2010,"chsp",0,5,0,0,0
"JACOAMYMD1",2010,"grca",1,0,0,0,0
"JACOAMYMD1",2010,"howr",0,1,1,0,0
"JACOAMYMD1",2010,"noca",1,0,2,0,0
"JACOMERMD1",2009,"amgo",0,1,0,1,0
"JACOMERMD1",2009,"amro",1,1,1,1,1
"JACOMERMD1",2009,"grca",0,0,0,0,1
"JACOMERMD1",2009,"hofi",0,0,1,1,0
"JACOMERMD1",2009,"noca",0,1,0,0,2
"JACOMERMD1",2009,"sosp",0,0,1,0,0
"JACOMERMD1",2010,"amro",2,0,0,2,0
"JACOMERMD1",2010,"grca",1,5,0,0,0
"JACOMERMD1",2010,"noca",1,0,0,0,0
"JACOMERMD1",2012,"amro",0,1,2,1,0
"JACOMERMD1",2012,"grca",2,1,1,0,0
"JACOMERMD1",2012,"noca",1,1,1,0,0
"JACOMERMD1",2012,"sosp",0,0,1,0,0
"JACOSYDMD1",2010,"amro",0,0,2,1,0
"JACOSYDMD1",2010,"cach",0,1,1,0,0
"JACOSYDMD1",2010,"cogr",1,1,1,0,0
"JACOSYDMD1",2010,"dowo",1,0,0,0,0
"JACOSYDMD1",2010,"grca",0,2,0,0,0
"JACOSYDMD1",2010,"modo",0,0,3,0,0
"JACOSYDMD1",2010,"noca",0,0,0,0,1
"JACOSYDMD1",2010,"rbwo",0,0,1,0,0
"JACOSYDMD1",2010,"wbnu",0,0,1,0,0
"JACOSYDMD1",2012,"amro",0,0,1,0,0
"JACOSYDMD1",2012,"blja",1,0,1,1,0
"JACOSYDMD1",2012,"carw",0,2,0,0,0
"JACOSYDMD1",2012,"grca",0,1,0,0,0
"JACOSYDMD1",2012,"modo",0,1,0,0,0
"JACOSYDMD1",2012,"noca",0,2,1,0,0
"JACOSYDMD1",2012,"rbwo",0,1,0,0,0
"JAKOELVVA1",2009,"amcr",0,1,1,0,0
"JAKOELVVA1",2009,"cach",4,0,0,0,0
"JAKOELVVA1",2009,"carw",1,1,0,0,0
"JAKOELVVA1",2009,"hofi",1,0,0,0,0
"JAKOELVVA1",2009,"howr",1,0,0,0,0
"JAKOELVVA1",2009,"noca",3,1,0,0,0
"JAKOELVVA1",2009,"rbwo",2,0,0,0,0
"JAKOELVVA1",2009,"sosp",1,0,0,0,0
"JAKOELVVA1",2009,"tuti",1,1,0,0,0
"JAKOELVVA1",2010,"amgo",0,0,0,0,1
"JAKOELVVA1",2010,"amro",0,0,0,0,2
"JAKOELVVA1",2010,"baor",0,0,1,0,0
"JAKOELVVA1",2010,"cach",1,0,0,0,0
"JAKOELVVA1",2010,"grca",1,0,0,0,0
"JAKOELVVA1",2010,"howr",0,0,1,0,1
"JAKOELVVA1",2010,"modo",0,0,0,1,1
"JAKOELVVA1",2010,"noca",0,0,0,0,1
"JAKOELVVA1",2010,"rbwo",0,0,0,0,1
"JAKOELVVA1",2012,"amro",1,1,1,1,1
"JAKOELVVA1",2012,"cach",0,0,0,1,0
"JAKOELVVA1",2012,"carw",0,0,1,1,3
"JAKOELVVA1",2012,"howr",0,0,0,1,0
"JAKOELVVA1",2012,"noca",0,0,0,1,1
"JAKOELVVA1",2012,"wbnu",0,0,0,0,1
"JEWELIBMD1",2009,"amro",0,3,0,0,0
"JEWELIBMD1",2009,"cach",0,2,1,0,0
"JEWELIBMD1",2009,"grca",0,2,2,0,0
"JEWELIBMD1",2009,"modo",0,0,0,1,0
"JEWELIBMD1",2009,"noca",0,3,3,0,0
"JEWELIBMD1",2009,"rbwo",0,1,0,0,0
"JEWELIBMD1",2009,"sosp",0,0,1,0,0
"JEWELIBMD1",2010,"amro",0,0,1,0,0
"JEWELIBMD1",2010,"bhco",0,0,1,0,0
"JEWELIBMD1",2010,"dowo",0,1,0,0,0
"JEWELIBMD1",2010,"grca",0,0,0,1,0
"JEWELIBMD1",2010,"howr",0,0,1,0,0
"JEWELIBMD1",2010,"modo",0,0,0,0,1
"JEWELIBMD1",2010,"noca",0,0,2,0,0
"JEWELIBMD1",2010,"rbwo",0,1,0,0,0
"JEWELIBMD1",2010,"sosp",0,1,0,0,0
"JEWELIBMD1",2010,"wbnu",0,0,1,0,0
"JEWELIBMD1",2012,"amro",1,0,1,0,0
"JEWELIBMD1",2012,"cogr",0,0,0,1,0
"JEWELIBMD1",2012,"grca",0,0,2,0,0
"JEWELIBMD1",2012,"howr",2,1,0,0,0
"JEWELIBMD1",2012,"noca",0,1,0,0,0
"JEWELIBMD1",2012,"rbwo",0,0,1,0,0
"JEWELIBMD1",2012,"sosp",1,1,1,1,0
"KAMILEIVA1",2009,"amcr",0,1,0,0,0
"KAMILEIVA1",2009,"amro",1,1,0,0,0
"KAMILEIVA1",2009,"cach",1,2,0,0,0
"KAMILEIVA1",2009,"carw",1,1,0,0,0
"KAMILEIVA1",2009,"hofi",1,0,0,0,0
"KAMILEIVA1",2009,"howr",1,0,0,0,0
"KAMILEIVA1",2009,"modo",1,0,0,0,0
"KAMILEIVA1",2009,"noca",5,2,0,0,0
"KAMILEIVA1",2009,"revi",0,1,0,0,0
"KAMILEIVA1",2009,"sosp",1,0,0,0,0
"KAMILEIVA1",2010,"amcr",0,0,0,2,0
"KAMILEIVA1",2010,"amgo",0,0,0,0,1
"KAMILEIVA1",2010,"carw",1,0,1,0,0
"KAMILEIVA1",2010,"grca",1,0,0,0,1
"KAMILEIVA1",2010,"hofi",5,0,0,0,0
"KAMILEIVA1",2010,"sosp",0,0,1,0,0
"KAMILEIVA1",2012,"amcr",0,0,0,0,1
"KAMILEIVA1",2012,"cach",0,0,2,0,0
"KAMILEIVA1",2012,"carw",0,0,1,1,0
"KAMILEIVA1",2012,"grca",0,1,0,0,0
"KAMILEIVA1",2012,"hofi",0,0,1,0,0
"KAMILEIVA1",2012,"noca",0,0,1,1,1
"KAMILEIVA1",2012,"nomo",0,0,1,0,0
"KAMILEIVA1",2012,"sosp",0,0,0,1,1
"KESTSABDC1",2009,"amgo",0,0,0,0,2
"KESTSABDC1",2009,"amro",0,1,0,4,0
"KESTSABDC1",2009,"blja",0,0,0,1,0
"KESTSABDC1",2009,"cogr",0,0,0,0,1
"KESTSABDC1",2009,"grca",0,0,1,0,0
"KESTSABDC1",2009,"hofi",0,0,1,0,0
"KESTSABDC1",2009,"noca",0,1,3,1,2
"KESTSABDC1",2009,"sosp",0,0,0,0,1
"KESTSABDC1",2010,"amro",0,0,1,1,0
"KESTSABDC1",2010,"sosp",0,0,0,0,2
"KESTSABDC1",2012,"amro",0,0,1,0,1
"KESTSABDC1",2012,"cach",0,0,1,0,1
"KESTSABDC1",2012,"grca",1,1,0,0,0
"KESTSABDC1",2012,"noca",0,0,0,0,1
"KESTSABDC1",2012,"sosp",1,0,1,0,1
"KEYESUSMD1",2009,"amcr",0,0,0,3,0
"KEYESUSMD1",2009,"blja",0,0,1,0,0
